Rainfall, Discharge ,Temperature ,RH,Date,ETO mm,Soil Moisture %
1,11.03,27.17,79.88,02-06-2009,3.68,34.2
4,47.98,27.59,78,03-06-2009,3.18,33.24
1.4,8.66,27.6,81.25,04-06-2009,3.26,33.9
10,100.4,27.26,87.75,05-06-2009,3.44,34.1
1,18.82,26.13,85,06-06-2009,3.25,35.48
17,175.7,26.5,84.56,07-06-2009,3.17,35.47
42,425.4,27.02,86.94,08-06-2009,3.33,35.37
34,343.4,27.05,84.81,09-06-2009,3.34,34.53
19,199.54,27.43,82.56,10-06-2009,3.14,33.04
14,146.4,27.14,82.88,11-06-2009,3.08,31.19
9,91.51,26.69,84.44,12-06-2009,2.88,32.91
4,41.24,26.19,84.31,13-06-2009,3.01,35.91
2,27.71,26.03,88.44,14-06-2009,2.76,35.61
1,11.72,25.9,88.5,15-06-2009,2.76,34.96
3.8,38.25,25.73,86.62,16-06-2009,2.58,35.33
3,30.56,25.99,83.81,17-06-2009,2.66,34.89
6,61.92,25.88,86.56,18-06-2009,2.61,29.9
4,48.21,26.01,90.88,19-06-2009,2.62,28.59
6.3,63.77,25.71,88.31,20-06-2009,2.5,28.09
15,155.49,26.05,83.88,21-06-2009,2.65,27.48
8,83.24,26.44,84.69,22-06-2009,3.25,26.6
7,72.31,26.31,85.25,23-06-2009,3.22,25.58
8,80.21,25.98,89.31,24-06-2009,2.9,26.48
6.3,63.28,25.82,85.5,25-06-2009,3,25.96
19,199.8,24.9,84.69,26-06-2009,3.19,26.76
21,217.9,25.86,87.38,27-06-2009,3.36,27.4
28,282.29,26.16,84.94,28-06-2009,3.09,31.33
21,213.6,25.89,88.25,29-06-2009,2.95,32.04
17,170.27,25.92,89.69,30-06-2009,3.21,33.67
13,131.9,25.81,90.38,01-07-2009,3.71,35.4
16,164.31,25.45,91.56,02-07-2009,3.25,35.74
65,659.2,25.5,89.31,03-07-2009,2.73,35.54
116,1169.64,25.74,91.12,04-07-2009,2.58,33.32
163,1637.64,25.43,91.12,05-07-2009,2.58,31.22
190,1907,25.41,89.75,06-07-2009,2.58,30.12
229,2299.68,25.37,88.5,07-07-2009,2.63,29.28
234,2341,25.67,90.31,08-07-2009,2.67,29.04
188,1887,25.37,88.44,09-07-2009,2.37,33.29
195,1953.3,25.45,90.38,10-07-2009,2.31,33.47
168,1682.13,25.76,91.88,11-07-2009,2.37,33.02
134,1345,25.87,91.69,12-07-2009,2.5,31.15
180,1802,25.98,92.06,13-07-2009,2.54,29.86
150,1501.06,25.69,93.12,14-07-2009,2.59,28.39
183,1837,25.84,91.06,15-07-2009,2.5,27.07
281,2812.27,25.69,93.88,16-07-2009,2.49,25.77
421,4217.93,25.85,93.12,17-07-2009,2.49,24.94
330,3309,25.43,91.12,18-07-2009,2.43,24.12
394,3947,25.4,90.06,19-07-2009,2.41,24.72
283,2835,25.62,90.56,20-07-2009,2.54,24.98
221,2216,25.91,91,21-07-2009,2.59,24.65
150,1505,25.98,89.88,22-07-2009,2.68,24.09
159,1598.15,25.8,90.56,23-07-2009,2.65,23.9
143,1436.76,25.58,90.19,24-07-2009,2.66,25.12
127,1277,25.83,88.81,25-07-2009,2.68,24.62
96,962.6,25.91,87.88,26-07-2009,2.52,23.72
79,790.7,25.97,90.25,27-07-2009,2.49,23.21
74,748.26,25.9,90.62,28-07-2009,2.4,22.58
92,928.76,25.44,91.88,29-07-2009,2.27,22
215,2154,25.12,89.94,30-07-2009,2.3,21.49
140,1408.27,25.65,91.62,31-07-2009,2.38,21.06
132,1329,25.58,92,01-08-2009,2.48,23.94
186,1867.82,25.94,88.81,02-08-2009,2.5,22.87
145,1456,25.86,87.94,03-08-2009,2.56,22.18
117,1176,25.73,87.25,04-08-2009,2.33,22.8
101,1010.03,25.83,88.06,05-08-2009,2.29,22.23
112,1128,25.95,87.69,06-08-2009,2.26,21.85
104,1043,25.65,88.44,07-08-2009,2.27,21.38
90,900.48,25.9,89.19,08-08-2009,2.24,21.26
87,873,26.06,88.06,09-08-2009,2.34,20.81
99,990.8,25.95,89.69,10-08-2009,2.51,20.43
82,827.19,25.78,89.81,11-08-2009,2.3,20.09
81,812.6,25.98,89.19,12-08-2009,2.32,19.77
86,861.7,25.96,89.75,13-08-2009,2.59,19.49
82,821.5,25.8,90.38,14-08-2009,2.77,19.24
68,684,25.35,90.19,15-08-2009,2.76,19.06
71,717.6,25.49,90.12,16-08-2009,2.68,18.81
57,578,25.19,88.94,17-08-2009,2.58,18.58
57,579.89,25.9,90.5,18-08-2009,2.67,18.37
72,721.8,25.83,93.38,19-08-2009,2.53,18.17
71,711.2,26.44,88.12,20-08-2009,2.61,17.98
59,590.36,25.31,89.75,21-08-2009,2.76,17.83
67,671.6,25.05,91.62,22-08-2009,2.69,17.67
70,704.68,25.36,91.62,23-08-2009,2.58,17.56
55,553.4,25.24,91.75,24-08-2009,2.5,17.41
54,543.37,25.18,91.38,25-08-2009,2.63,17.74
104,1040.49,24.91,91.38,26-08-2009,2.71,20.97
116,1160.9,25.77,89.56,27-08-2009,2.78,20.85
93,939.93,25.79,88.75,28-08-2009,2.74,21.29
77,771.54,25.82,87.81,29-08-2009,2.61,20.91
71,716.87,25.89,88.25,30-08-2009,2.57,21.22
67,671.6,25.79,91.12,31-08-2009,2.61,20.74
94,944,25.61,91.69,01-09-2009,2.46,20.37
128,1284,25.36,89.94,02-09-2009,2.39,20.03
117,1178,25.67,91.06,03-09-2009,2.46,19.72
100,1000,25.69,92.25,04-09-2009,2.48,19.44
154,1540,25.55,93.31,05-09-2009,2.51,19.17
214,2145,25.74,91.69,06-09-2009,2.48,18.92
225,2256,25.64,89.69,07-09-2009,2.47,18.68
170,1702,25.69,89,08-09-2009,2.55,18.45
132,1323.06,25.58,88.31,09-09-2009,2.55,18.24
100,1007.06,25.7,87,10-09-2009,2.45,19.59
79,799.4,25.89,86,11-09-2009,2.35,19.16
70,702.67,26.2,84.56,12-09-2009,2.23,18.85
61,616.5,26.29,87.69,13-09-2009,2.27,18.58
59,590.6,25.42,90.38,14-09-2009,2.21,18.34
77,770.15,25.8,88.31,15-09-2009,2.3,18.12
64,640.8,26.22,89.75,16-09-2009,2.33,17.91
62,626.6,26.4,88.44,17-09-2009,2.38,17.73
59,594.6,26.26,90.44,18-09-2009,2.58,17.5
54,541.8,25.51,92.25,19-09-2009,2.67,17.28
138,1387,25.51,91.75,20-09-2009,2.49,17.08
107,1075,25.74,92.56,21-09-2009,2.59,16.88
79,799.4,26.05,91.12,22-09-2009,2.62,16.69
122,1223.94,26.07,89.75,23-09-2009,2.43,16.5
94,948.6,25.69,90.44,24-09-2009,2.48,31.97
73,734.6,25.26,89.81,25-09-2009,2.42,30.8
69,690.3,25.8,89.12,26-09-2009,2.37,29.71
77,775.05,26.15,89.12,27-09-2009,2.4,27.99
75,756,25.87,90.62,28-09-2009,2.39,26.51
70,704.9,25.63,87,29-09-2009,2.56,25.51
81,814.63,24.88,90.88,30-09-2009,2.53,24.8
3.9,585.08,25.04,90.62,01-10-2009,2.58,24.25
11.8,496.4,25.44,91.19,02-10-2009,2.56,23.73
38.2,1973,25.3,90.31,03-10-2009,2.62,23.31
13.2,2010.83,25.68,89.5,04-10-2009,2.53,26.13
9.5,1488,25.26,89,05-10-2009,2.44,24.93
2.4,1084,25.37,89.19,06-10-2009,2.42,24.2
1.2,874.53,25.32,88.75,07-10-2009,2.39,23.55
0,745.2,25.23,87,08-10-2009,2.22,22.96
0,717.92,25.32,84.12,09-10-2009,2.1,22.44
0,553.4,25.53,84.5,10-10-2009,2,22.03
0,534.95,25.42,86.62,11-10-2009,2.13,21.66
1.7,454.1,25.04,83.31,12-10-2009,2.27,21.28
19.3,406.1,24.22,88.56,13-10-2009,2.32,20.92
0.6,640.8,25.51,85.12,14-10-2009,2.23,19.69
2,328.7,26.14,82,15-10-2009,2.32,19.4
0.5,539.69,26,83.25,16-10-2009,2.3,19.13
0,502.25,25.99,83,17-10-2009,2.4,18.86
0,279.7,26.7,80.56,18-10-2009,2.51,18.62
0,371.8,26.51,82.69,19-10-2009,2.41,18.38
0,259.03,27.09,80.31,20-10-2009,2.52,18.16
0,241.41,27.48,77.31,21-10-2009,2.36,17.92
0,232.03,26.52,73.62,22-10-2009,2.59,17.73
0,257.67,26.12,71.69,23-10-2009,2.38,17.54
0,242.65,26.15,69.88,24-10-2009,2.29,17.37
0,245.07,26.4,72.69,25-10-2009,2.09,17.2
0,227.8,25.92,70.81,26-10-2009,2.13,17.02
0,188.48,26.16,74.69,27-10-2009,2.31,16.87
0.2,172.34,27.11,76.38,28-10-2009,2.68,16.72
1.4,229.2,26.07,81.12,29-10-2009,2.75,16.56
0.8,219.3,25.96,78.38,30-10-2009,2.88,16.43
0.4,164.75,26.63,77.75,31-10-2009,2.59,16.31
0,173.51,26.16,79.38,01-11-2009,2.68,16.2
0,217.9,26.08,73.69,02-11-2009,2.54,16.07
0,152.6,26.43,76.94,03-11-2009,2.39,15.97
0,164.52,27.29,75.94,04-11-2009,2.29,15.88
0,180.9,27.1,77.31,05-11-2009,2.26,15.79
0,114.41,27.2,78.44,06-11-2009,2.51,16.04
0.5,170.3,27.01,80.25,07-11-2009,2.46,17.39
0.2,153.13,25.62,87.38,08-11-2009,2.49,17.71
0.7,113.3,25.7,85.44,09-11-2009,2.48,19.63
43.3,136.02,25.58,88.19,10-11-2009,2.61,19.7
0,219.3,26.05,86.88,11-11-2009,2.76,19.34
2.1,172.69,26.25,83.81,12-11-2009,2.6,19.03
0,216.28,26.03,81.12,13-11-2009,2.13,18.74
0,163.74,26.12,83,14-11-2009,2.07,18.48
0.5,151.83,25.56,85.12,15-11-2009,2.3,18.23
1,155.1,25.55,86.44,16-11-2009,2.45,17.63
0.5,338.41,25.51,86.62,17-11-2009,2.95,17.44
0,177.19,25.6,84.56,18-11-2009,2.98,17.28
0.6,149.55,26.01,84.12,19-11-2009,2.95,17.1
1.8,145.78,26.22,88.19,20-11-2009,2.46,16.93
26.4,140.31,26.27,83.81,21-11-2009,2.51,16.78
11.5,139.76,26.63,80.56,22-11-2009,2.21,16.63
0,0,27.11,79.75,23-11-2009,2.04,16.49
0.4,0,26.29,84.69,24-11-2009,2.3,16.36
0.8,0,26.12,86.38,25-11-2009,2.42,16.26
0,0,26.56,78.56,26-11-2009,2.4,16.76
0,0,25.83,78.75,27-11-2009,2.11,16.77
0,0,25.58,76.06,28-11-2009,2.19,16.62
0,0,25.31,73.38,29-11-2009,2.52,16.49
0,0,25.41,75.31,30-11-2009,2.55,16.37
0,96.34,26.26,74,01-12-2009,2.53,16.21
0,71.13,26.46,78,02-12-2009,2.29,16.09
0,71.13,26.48,80.06,03-12-2009,2.55,15.96
0,77.72,25.26,86.38,04-12-2009,2.48,15.85
0.3,82.39,25.55,80.75,05-12-2009,2.74,15.75
0,79.35,23.96,73.62,06-12-2009,2.63,16.25
0,92.99,24.68,67.38,07-12-2009,2.79,16.31
0,68.49,24.59,71.62,08-12-2009,2.29,16.23
0,77.72,24.76,69.81,09-12-2009,2.72,16.11
0,57.08,24.23,68.44,10-12-2009,2.53,18.09
0,64.89,23.96,69.38,11-12-2009,2.4,17.66
0,69.32,24.55,73.81,12-12-2009,2.58,17.37
0,68.42,26.06,77.06,13-12-2009,3.2,17.54
0,80.64,26.45,78.19,14-12-2009,2.72,18.65
0,43.22,26.94,75.94,15-12-2009,2.67,19.48
0,38.59,25.49,79.31,16-12-2009,2.56,19.02
0,35.81,25.75,79.75,17-12-2009,2.29,18.67
0,37.05,26.03,78.81,18-12-2009,2.56,18.35
0,33.39,26.64,75.62,19-12-2009,2.91,18.09
0,27.83,26.25,72,20-12-2009,2.65,17.84
0,0,26.14,75.38,21-12-2009,3.08,17.62
0,0,26.46,74.62,22-12-2009,3.79,17.41
0,0,25.43,78.56,23-12-2009,3.62,17.25
0,0,26.44,72.56,24-12-2009,3.7,17.72
0.6,0,26.24,72.56,25-12-2009,2.58,17.5
1.2,0,25.68,76.12,26-12-2009,2.43,17.29
22.6,0,25.32,84.5,27-12-2009,2.54,18.17
6,0,24.87,86.75,28-12-2009,2.85,19.23
9.4,0,24.65,84.5,29-12-2009,2.31,24.35
32.4,0,25.29,83.44,30-12-2009,2.56,22.94
7.8,0,25.49,82.5,31-12-2009,2.82,31.17
9.3,0,25.79,81.31,01-01-2010,3.02,30.08
0,0,26.05,75.69,02-01-2010,3.08,28.69
0,0,25.2,71.62,03-01-2010,3.06,27.55
0,0,24.95,66,04-01-2010,3.57,26.6
0,0,24.75,67.94,05-01-2010,2.88,26.89
0,0,25.05,69.06,06-01-2010,2.55,26.55
0,0,24.73,71.44,07-01-2010,2.98,25.52
0,0,25.16,70.38,08-01-2010,3.43,24.56
0,0,26.1,72.38,09-01-2010,3.64,24.48
0,0,26.4,77.62,10-01-2010,3.48,23.72
2.6,0,26.25,80.75,11-01-2010,3.43,23.03
0.3,0,26.06,78.88,12-01-2010,3.19,22.41
11.6,0,26.25,78.5,13-01-2010,2.91,22.39
8,0,25.73,84.56,14-01-2010,2.92,21.92
3.5,0,26.04,79.25,15-01-2010,3.46,21.64
0,0,25.75,65.12,16-01-2010,2.97,21.19
0,0,25.48,67.44,17-01-2010,2.96,20.79
0,0,25.41,67.44,18-01-2010,2.67,20.76
0,0,26.09,67.5,19-01-2010,3.16,20.6
0,0,25.81,70.12,20-01-2010,3.44,20.22
0,0,25.58,63.75,21-01-2010,3.13,19.95
0,0,24.33,65.25,22-01-2010,3.15,21.36
0,0,24.7,59,23-01-2010,3.21,21.42
0,0,24.17,68.19,24-01-2010,2.97,26.86
0,0,24.77,67.62,25-01-2010,3.25,29.83
0,0,24.95,67.81,26-01-2010,3.14,30.54
0,0,25.48,68.12,27-01-2010,3.44,29.95
0,0,26.04,68.94,28-01-2010,3.21,29.15
0,0,26.26,69.25,29-01-2010,3.64,30.35
0,0,26.53,66.62,30-01-2010,3.89,31.23
0,0,26.26,66.94,31-01-2010,3.93,30.51
0,0,26.14,66.88,01-02-2010,3.79,33.24
0,0,26.01,65.06,02-02-2010,3.23,35.95
0,0,25.97,61.75,03-02-2010,3.09,35.62
0,0,25.44,60.69,04-02-2010,3.68,34.34
0,0,25.76,62.25,05-02-2010,3.95,34.2
0,0,25.95,54.75,06-02-2010,3.8,35.07
0,0,25.94,55.44,07-02-2010,3.78,34.1
0,0,26.2,61.81,08-02-2010,3.27,32.36
0,0,26.26,68.94,09-02-2010,2.91,30.92
0,0,26.52,72.56,10-02-2010,2.95,31.92
0,0,27.27,71.06,11-02-2010,2.8,33.1
0,0,27.8,71.19,12-02-2010,2.8,32.64
0,0,27.9,69.56,13-02-2010,2.81,35.67
0,0,28.01,69.44,14-02-2010,2.82,35.67
0,0,28.26,66.19,15-02-2010,3.42,34.84
0,0,28.31,62.5,16-02-2010,4.17,33.5
0,0,28.33,63.25,17-02-2010,2.95,33
0,0,28.23,67.38,18-02-2010,3.74,31.85
0,0,28.62,68.75,19-02-2010,4.02,30.18
0,0,28.3,70.31,20-02-2010,3.86,28.68
0,0,28.87,68.38,21-02-2010,3.82,27.3
0,0,29.25,62.44,22-02-2010,3.18,26.09
0,0,28.43,65.12,23-02-2010,3.09,25.1
0,0,28.28,62.69,24-02-2010,3.71,24.26
0,0,28.44,55.06,25-02-2010,4.04,23.53
0,0,28.55,56.88,26-02-2010,4.04,22.9
0,0,29.24,56.69,27-02-2010,3.87,22.32
0,0,28.75,63.31,28-02-2010,4.68,21.82
0,0,28.95,64.62,01-03-2010,4.63,21.38
0,0,28.56,69.31,02-03-2010,4,21
0,0,29.14,66.12,03-03-2010,3.39,21.43
0,0,28.83,65.62,04-03-2010,3.08,22.99
0,0,28.75,60.88,05-03-2010,3.23,22.29
0,0,28.4,61.75,06-03-2010,3.76,21.89
0,0,28.8,62.06,07-03-2010,3.66,21.44
0,0,29.62,59.5,08-03-2010,3.2,21.03
0,0,29.64,62.81,09-03-2010,3.02,20.66
0,0,29.7,62,10-03-2010,3.11,20.33
0,0,30.46,57.69,11-03-2010,3.34,20.09
0,0,30.41,55.56,12-03-2010,4.05,19.79
0,0,28.81,59.56,13-03-2010,4.1,19.5
0,0,29.14,64.19,14-03-2010,3.95,19.32
0,0,30.02,61,15-03-2010,3.48,19.04
0,0,29.44,64.38,16-03-2010,3.05,18.83
18.4,0,29.08,65.56,17-03-2010,3.56,18.68
0,0,29.69,55.12,18-03-2010,3.64,18.75
0,0,29.43,58.56,19-03-2010,3.69,19.06
0,0,29.76,63.56,20-03-2010,3.97,18.98
0,0,29.74,60,21-03-2010,4.25,18.73
0,0,29.27,65.56,22-03-2010,4.92,20.54
0,0,29.73,63.12,23-03-2010,4.46,24.06
0,0,29.87,64.94,24-03-2010,4.38,27.02
0,0,30.08,60.81,25-03-2010,3.44,26.36
0,0,29.9,64.19,26-03-2010,3.4,24.86
0,0,29.43,66.38,27-03-2010,3.35,23.93
0,0,29.88,67.12,28-03-2010,3.41,23.2
0,0,29.6,68.38,29-03-2010,3.96,23.66
0,0,29.59,66.56,30-03-2010,4.25,24.11
0,0,29.47,63.25,31-03-2010,3.95,23.17
0,0,29.81,59,01-04-2010,3.46,22.48
0,0,29.7,59.12,02-04-2010,3.52,21.91
0,0,29.98,61.56,03-04-2010,3.74,21.56
0,0,29.25,71.31,04-04-2010,3.27,21.82
0,0,28.92,72.31,05-04-2010,3.46,21.36
0,0,28.75,73.38,06-04-2010,3.36,20.96
0,0,29.83,68,07-04-2010,3.72,20.58
0,0,29.48,68.5,08-04-2010,3.44,20.23
7.8,0,29.72,66.5,09-04-2010,3.1,19.91
0,0,29.14,70.38,10-04-2010,3.31,19.61
0,0,29.31,70.75,11-04-2010,3.55,19.33
4.3,0,28.73,75.81,12-04-2010,3.78,19.06
15.5,0,28.63,77.75,13-04-2010,3.17,18.8
0,0,28.66,74,14-04-2010,3.47,18.58
5.6,0,29.73,71.25,15-04-2010,3.17,18.41
2.8,0,29.37,74.25,16-04-2010,3.43,18.22
0,0,28.56,78.69,17-04-2010,3.76,17.99
11.2,0,27.96,82.62,18-04-2010,3.6,17.79
7,0,27.94,82.38,19-04-2010,3.24,17.6
0,0,28.23,79.62,20-04-2010,3.96,17.41
14.6,0,28.47,75.88,21-04-2010,3.69,17.23
2.5,0,29.52,73.06,22-04-2010,3.3,17.09
1.5,0,29.36,76.5,23-04-2010,3.3,18.91
2.8,0,29.01,78.44,24-04-2010,3.31,19.04
5.8,0,29.33,75.38,25-04-2010,3.35,19.51
0,0,29.17,75.94,26-04-2010,3.19,20.54
2.6,0,29,78,27-04-2010,3.21,20.87
12.5,0,28.46,81.19,28-04-2010,3.31,20.92
5,0,29.48,74.31,29-04-2010,3.32,21.42
2.9,0,28.8,71.25,30-04-2010,3.16,20.89
7.4,0,29.19,63.62,01-05-2010,3.27,20.36
10.8,0,29.91,68.25,02-05-2010,3.22,19.92
9.4,0,30.15,70.56,03-05-2010,3.36,19.53
0.8,0,29.73,71.88,04-05-2010,3.34,19.18
0,0,29.37,73.75,05-05-2010,3.79,18.85
0,0,30.11,69.81,06-05-2010,3.78,18.55
0,0,29.6,76.75,07-05-2010,3.98,18.26
1.4,0,28.75,83.06,08-05-2010,4.2,18.09
8.8,0,29.18,80.94,09-05-2010,3.75,17.83
4.5,0,29.14,79.44,10-05-2010,3.66,17.59
1.9,0,27.36,87.19,11-05-2010,3.74,17.36
9,0,27.53,78.31,12-05-2010,3.94,17.14
8.9,0,28.3,75.56,13-05-2010,3.7,16.93
0,0,29.12,76.31,14-05-2010,3.35,16.73
0,0,29.4,75.88,15-05-2010,3.55,16.53
0,0,28.57,79.81,16-05-2010,3.31,16.35
5.9,0,29.18,75.56,17-05-2010,3.15,16.17
0,0,29.08,78.44,18-05-2010,2.98,16
10,0,28.25,84.69,19-05-2010,2.91,15.85
20.7,0,28.54,84,20-05-2010,2.78,15.72
0,0,28.48,83.94,21-05-2010,3,15.6
0,0,28.17,82.12,22-05-2010,2.86,15.49
2.9,0,28.36,83.12,23-05-2010,2.98,15.39
0,0,28.55,81.12,24-05-2010,2.89,15.29
0,0,27.55,85.12,25-05-2010,2.8,15.2
0,0,28.14,81.56,26-05-2010,3.06,15.11
0,0,28.34,82.12,27-05-2010,2.9,15.03
0,0,28.8,77.88,28-05-2010,3.07,14.95
0,0,28.52,81.62,29-05-2010,3.11,14.88
9.8,0,27.57,83.12,30-05-2010,2.88,14.81
3.2,0,27.44,84.25,31-05-2010,3.05,14.75
0,0,28.19,77.75,01-06-2010,3.11,14.68
0,0,28.43,79.12,02-06-2010,3.27,14.62
12.6,0,28.23,79.5,03-06-2010,3.33,14.56
0,0,28.85,78.94,04-06-2010,3.11,14.51
25.5,0,28.13,79.38,05-06-2010,3.28,14.47
0.8,0,27.14,81.06,06-06-2010,3.15,14.43
0.5,0,26.33,79.25,07-06-2010,3.45,14.4
8,88.81,27.15,77.88,08-06-2010,3.53,14.36
11,110.3,27.26,82.56,09-06-2010,3.62,14.33
3,33.29,27.62,83.56,10-06-2010,3.75,14.29
2,25.93,27.01,89.19,11-06-2010,3.24,14.31
3,39.29,27.02,85.94,12-06-2010,2.88,14.27
2.7,27.38,27.15,87.06,13-06-2010,2.96,14.24
9,97.7,26.85,85.38,14-06-2010,3.26,14.21
40,406.18,26.62,87.44,15-06-2010,3.14,14.18
35,354.33,26.92,88.69,16-06-2010,3.07,14.15
61,619.21,27.01,86.88,17-06-2010,2.69,14.13
74,749.67,26.81,86.06,18-06-2010,2.83,14.1
47,477.67,27.06,87.94,19-06-2010,3.11,14.08
46,469.7,26.87,87.88,20-06-2010,2.99,14.06
30,303.17,26.76,87.75,21-06-2010,3.09,14.03
22,220.3,26.55,88.5,22-06-2010,3.29,14.02
36,363.7,26.44,88,23-06-2010,2.95,13.99
37,379.3,26.28,90.31,24-06-2010,3,13.97
36,362,26.28,88.12,25-06-2010,2.77,13.95
97,972.6,26.9,89.62,26-06-2010,2.82,13.93
84,848.8,26.92,90.06,27-06-2010,2.76,13.92
53,531.55,26.94,90,28-06-2010,2.42,13.9
47,479.5,27.12,89.31,29-06-2010,2.66,13.88
52,527.34,26.4,91.06,30-06-2010,2.43,14.03
35,355.41,25.73,89,01-07-2010,2.71,14.01
42,423.2,24.79,87.06,02-07-2010,2.71,13.98
46,464.68,25.87,85.88,03-07-2010,2.59,13.96
78,780.2,25.73,89.81,04-07-2010,2.74,13.93
80,802.8,25.61,88.69,05-07-2010,2.83,13.91
76,761.19,25.73,89.81,06-07-2010,2.59,13.88
83,834.49,25.3,89.31,07-07-2010,2.72,13.86
80,802.53,25.68,86.25,08-07-2010,2.76,13.86
68,688.36,25.32,83.56,09-07-2010,2.73,13.84
48,486.57,26.1,86.62,10-07-2010,2.81,13.82
40,407.5,26.59,88.62,11-07-2010,2.63,13.8
30,309.32,26.12,90.19,12-07-2010,2.68,13.78
31,314.34,25.31,84.94,13-07-2010,2.8,13.77
26,263.77,25.08,85.19,14-07-2010,2.56,13.76
34,341.7,25.47,88.12,15-07-2010,2.35,13.74
50,509.53,25.37,91.38,16-07-2010,2.85,13.73
55,555.88,25.41,87.75,17-07-2010,2.81,13.71
60,607.6,25.66,90.38,18-07-2010,2.98,13.87
58,584.39,25.92,92,19-07-2010,2.79,13.85
108,1082.06,25.58,92.44,20-07-2010,2.49,13.81
141,1413.31,25.51,92.06,21-07-2010,2.54,13.78
152,1521.94,25.27,90.38,22-07-2010,2.49,13.76
110,1100.76,25.75,89.81,23-07-2010,2.66,13.73
100,1001.95,25.52,91.31,24-07-2010,2.61,13.73
122,1222,25.65,92.31,25-07-2010,2.74,12.96
142,1422.56,25.57,89.56,26-07-2010,2.53,12.94
135,1358.72,25.94,90.5,27-07-2010,2.7,12.93
173,1734.76,25.55,93.06,28-07-2010,2.79,12.92
265,2653.92,25.15,92.75,29-07-2010,2.83,12.92
277,2775.34,25.21,90.81,30-07-2010,2.66,12.91
224,2249.06,25.43,89.56,31-07-2010,2.55,12.97
217,2174,25.62,88.62,01-08-2010,2.66,13
146,1464.93,25.77,89.69,02-08-2010,2.48,12.98
119,1194.05,25.53,92.56,03-08-2010,2.47,12.97
187,1878.93,25.46,92.94,04-08-2010,2.69,12.95
150,1503.61,25.82,90.5,05-08-2010,2.68,12.94
117,1174,25.95,90.44,06-08-2010,2.58,13.02
117,1170,26.13,90.25,07-08-2010,2.67,13.08
138,1384,26.18,90.31,08-08-2010,2.7,13.23
105,1056.63,26.33,87.62,09-08-2010,2.6,13.51
86,869.55,26.15,86.38,10-08-2010,2.53,13.46
75,756.7,26.08,87.62,11-08-2010,2.6,13.41
73,730.01,26.05,90.38,12-08-2010,2.51,13.46
69,693.02,25.77,91.44,13-08-2010,2.67,13.45
74,744.63,25.65,90.69,14-08-2010,2.73,13.4
61,615.9,25.48,93.62,15-08-2010,2.67,15.22
127,1274.81,25.27,93.56,16-08-2010,2.72,15.44
110,1102.91,25.09,91.19,17-08-2010,2.83,15.18
113,1134.39,24.88,92.88,18-08-2010,2.6,14.99
89,893.37,25.12,91.56,19-08-2010,2.53,15.27
97,976.36,24.9,91.19,20-08-2010,2.5,15.28
104,1041.23,24.39,92.06,21-08-2010,2.45,18.61
150,1505,24.75,92.31,22-08-2010,2.26,17.62
96,965.3,25.05,93.06,23-08-2010,2.35,17.13
101,1012,24.84,93.31,24-08-2010,2.38,16.78
175,1754,24.33,92.88,25-08-2010,2.53,17.26
134,1348,24.83,92.69,26-08-2010,2.46,16.99
124,1249.37,25.02,93.88,27-08-2010,2.47,17.36
139,1399.01,25.39,93.19,28-08-2010,2.43,17.05
136,1368,25.2,94.38,29-08-2010,2.51,17.32
116,1160.61,24.63,94.56,30-08-2010,2.35,17.01
242,2422.19,24.25,90.12,31-08-2010,2.42,16.71
135,1354.07,25.08,91.38,01-09-2010,2.34,16.46
93,933.22,25.37,89.06,02-09-2010,2.37,16.23
92,924.81,25.3,91.75,03-09-2010,2.38,16.06
95,959.85,25.26,91.25,04-09-2010,2.39,16.5
92,926.7,25.18,92.25,05-09-2010,2.21,16.79
83,834.42,25.31,91.69,06-09-2010,2.38,16.49
137,1378.81,25.4,92.12,07-09-2010,2.36,16.22
177,1772.41,25.62,91.56,08-09-2010,2.17,16.05
140,1403.09,25.68,92.62,09-09-2010,2.17,15.86
122,1220.68,25.4,93,10-09-2010,2.19,15.68
181,1815,25.28,90.75,11-09-2010,2.26,15.57
100,1007,25.74,89.31,12-09-2010,2.28,15.42
87,874.08,25.06,90.62,13-09-2010,2.43,15.44
80,803.68,24.79,89.25,14-09-2010,2.49,15.31
106,1060.85,24.59,90.75,15-09-2010,2.38,15.91
102,1024,24.9,85,16-09-2010,2.44,15.98
87,877.63,24.92,87.94,17-09-2010,2.46,15.89
68,689.09,25.35,87.88,18-09-2010,2.37,15.98
0,591.2,25.37,86,19-09-2010,2.39,16.38
0,537.23,25.65,82.88,20-09-2010,2.37,16.57
0,357.11,25.93,84,21-09-2010,2.31,18.81
47,475.54,25.46,86.5,22-09-2010,2.25,23.13
44,441.13,26.26,88.44,23-09-2010,2.32,22.53
104,1042,26.34,87.81,24-09-2010,2.37,21.51
54,547,25.57,87.75,25-09-2010,2.32,21.52
46,469.7,26.29,85.12,26-09-2010,2.3,20.87
83,833.06,26.15,88.44,27-09-2010,2.31,20.94
67,679.1,26.33,87.19,28-09-2010,2.29,20.42
54,547,26.82,86.44,29-09-2010,2.38,20.45
45,451.88,26.52,85.25,30-09-2010,2.55,20.47
1.1,300.18,26.73,84.88,01-10-2010,2.72,20.51
14.4,681.2,25.94,90.38,02-10-2010,2.77,21.57
29.1,595.3,26.51,87.69,03-10-2010,2.76,21.19
10,920.63,26.87,84.75,04-10-2010,2.6,28.84
10.1,697.07,26.63,87.94,05-10-2010,2.56,26.59
